rank,box_office_year,imdb_id,title,release_year,distributor,genre,domestic_box_office_gross,tickets_sold
20,1983,tt0084855,The Verdict,1982,20th Century Fox,Drama,37603590,11937647.0
21,1983,tt0083866,ET: The Extra-Terrestrial,1982,Universal,Adventure,37358320,11859784.0
22,1983,tt0086129,Porky's II: The Next Day,1983,20th Century Fox,Comedy,33759266,10717227.0
23,1983,tt0086154,Psycho II,1983,Universal,Horror,32000000,10158730.0
24,1983,tt0029583,Snow White and the Seven Dwarfs,1975,Walt Disney,Musical,30100976,9555865.0
25,1983,tt0086491,Twilight Zone: The Movie,1983,Warner Bros.,Horror,29500000,9365079.0
26,1983,tt0085470,Easy Money,1983,Orion Pictures,Comedy,29309766,9304687.0
27,1983,tt0085678,High Road to China,1983,Warner Bros.,Adventure,28416459,9021098.0
28,1983,tt0086066,The Outsiders,1983,Warner Bros.,Drama,25697647,8157983.0
29,1983,tt0086352,Spring Break,1983,Sony Pictures,Comedy,24071666,7641798.0
30,1983,tt0084707,Sophie's Choice,1982,Universal,Drama,23890547,7584300.0
31,1983,tt0085980,My Tutor,1983,Crown,Comedy,22587000,7170476.0
32,1983,tt0086250,Scarface,1983,Universal,Drama,21781177,6914659.0
33,1983,tt0085346,Class,1983,Orion Pictures,Comedy,21667789,6878663.0
34,1983,tt0085382,Cujo,1983,Warner Bros.,Horror,21156152,6716238.0
35,1983,tt0085407,The Dead Zone,1983,Paramount Pictures,Thriller/Suspense,20766000,6592380.0
36,1983,tt0085276,Breathless,1983,Orion Pictures,Action,19910002,6320635.0
37,1983,tt0086619,Yentl,1983,MGM/UA Classics,Musical,18678870,5929800.0
38,1983,tt0083791,The Dark Crystal,1982,Universal,Adventure,18547930,5888231.0
39,1983,tt0084434,An Officer and a Gentleman,1982,,Drama,17888111,5678765.0
40,1983,tt0085919,Max Dugan Returns,1983,20th Century Fox,Comedy,17613720,5591657.0
41,1983,tt0085154,All the Right Moves,1983,20th Century Fox,Drama,17200000,5460317.0
42,1983,tt0083641,Best Friends,1982,Warner Bros.,Romantic Comedy,16958991,5383806.0
43,1983,tt0086525,Valley Girl,1983,Atlantic,Romantic Comedy,16800000,5333333.0
44,1983,tt0084809,The Toy,1982,Sony Pictures,Comedy,16615945,5274903.0
45,1983,tt0085811,Krull,1983,Sony Pictures,Adventure,16519460,5244273.0
46,1983,tt0086346,Spacehunter: Adventures in the Forbidden Zone,1983,Sony Pictures,Adventure,16478265,5231195.0
47,1983,tt0085334,A Christmas Story,1983,MGM,Comedy,16244056,5156843.0
48,1983,tt0086194,Richard Pryor Here and Now,1983,Sony Pictures,Concert/Perfor…,16156776,5129135.0
49,1983,tt0086366,Still Smokin,1983,Paramount Pictures,Comedy,15543000,4934285.0
50,1983,tt0085959,Monty Python's The Meaning of Life,1983,Universal,Comedy,14929552,4739540.0
51,1983,tt0086494,Two of a Kind,1983,20th Century Fox,Romantic Comedy,14754743,4684045.0
52,1983,tt0084296,The Man From Snowy River,1982,20th Century Fox,Western,14116931,4481565.0
53,1983,tt0086143,Private School,1983,Universal,Comedy,14049540,4460171.0
54,1983,tt0086397,The Survivors,1983,Sony Pictures,Comedy,14000000,4444444.0
55,1983,tt0086508,Uncommon Valor,1983,Paramount Pictures,Action,13978862,4437733.0
56,1983,tt0085333,Christine,1983,Sony Pictures,Horror,13721069,4355894.0
57,1983,tt0086197,The Right Stuff,1983,Warner Bros.,Drama,13700891,4349489.0
58,1983,tt0082334,The Entity,1983,20th Century Fox,Horror,13277558,4215097.0
59,1983,tt0076618,The Rescuers,1977,,Adventure,13057259,4145161.0
60,1983,tt0086379,Stroker Ace,1983,Universal,Comedy,13000000,4126984.0
61,1983,tt0085862,Lone Wolf McQuade,1983,Orion Pictures,Western,12232628,3883373.0
62,1983,tt0086637,Zelig,1983,Orion Pictures,Comedy,11798616,3745592.0
63,1983,tt0085867,The Lords of Discipline,1983,Paramount Pictures,Thriller/Suspense,11721041,3720965.0
64,1983,tt0074539,The Smurfs and the Magic Flute,1983,Atlantic,Adventure,11234220,3566419.0
65,1983,tt0085387,D.C. Cab,1983,Universal,Comedy,10927540,3469060.0
66,1983,tt0085412,Deal of the Century,1983,Warner Bros.,Comedy,10400000,3301587.0
67,1983,tt0085450,Doctor Detroit,1983,Universal,Comedy,10400000,3301587.0
68,1983,tt0085894,The Man with Two Brains,1983,Warner Bros.,Comedy,10353438,3286805.0
69,1983,tt0086192,Revenge of the Ninja,1983,Cannon,Action,10325628,3277977.0
70,1983,tt0086617,The Year of Living Dangerously,1983,MGM,Drama,10278575,3263039.0
71,1983,tt0085478,Educating Rita,1983,Sony Pictures,Drama,10278032,3262867.0
72,1983,tt0085873,Lovesick,1983,Warner Bros.,Romantic Comedy,10143618,3220196.0
73,1983,tt0085248,The Black Stallion Returns,1983,MGM/UA Classics,Adventure,9851679,3127517.0
74,1983,tt0086593,Without a Trace,1983,20th Century Fox,Drama,9632062,3057797.0
75,1983,tt0085672,Hercules,1983,Cannon,Adventure,9466655,3005287.0
76,1983,tt0085210,Bad Boys,1983,Universal,Drama,9200000,2920634.0
77,1983,tt0057546,The Sword in the Stone,1963,,Adventure,9131576,2898913.0
78,1983,tt0085271,Brainstorm,1983,MGM,Thriller/Suspense,8921050,2832079.0
79,1983,tt0087127,Deathstalker,1983,New World,Action,8890685,2822439.0
80,1983,tt0084210,Kiss Me Goodbye,1982,20th Century Fox,Romantic Comedy,8815224,2798483.0
81,1983,tt0086423,Tender Mercies,1983,Universal,Drama,8443124,2680356.0
82,1983,tt0085694,The House on Sorority Row,1983,Artists Releasing…,Horror,8184633,2598296.0
83,1983,tt0084786,They Call Me Bruce,1982,Artists Releasing…,Comedy,8106669,2573545.0
84,1983,tt0086312,Silkwood,1983,20th Century Fox,Drama,7941875,2521230.0
85,1983,tt0086005,Never Cry Wolf,1983,Walt Disney,Drama,7479327,2374389.0
86,1983,tt0085121,10 to Midnight,1983,Cannon,Thriller/Suspense,7175592,2277965.0
87,1983,tt0085615,Gorky Park,1983,Orion Pictures,Drama,7065392,2242981.0
88,1983,tt0086450,To Be or Not to Be,1983,20th Century Fox,Comedy,7050601,2238286.0
89,1983,tt0086373,The Adventures of Bob & Doug McKenzie: Strange Brew,1983,MGM,Comedy,7035618,2233529.0
90,1983,tt0086325,Smokey and the Bandit III,1983,Universal,Comedy,7000000,2222222.0
91,1983,tt0085891,The Man Who Loved Women,1983,Sony Pictures,Comedy,6742181,2140374.0
92,1983,tt0086014,Nightmares,1983,Universal,Horror,6670680,2117676.0
93,1983,tt0085608,The Golden Seal,1983,Samuel Goldwyn Films,Adventure,6609870,2098371.0
94,1983,tt0086058,The Osterman Weekend,1983,20th Century Fox,Thriller/Suspense,6500000,2063492.0
95,1983,tt0086370,The Sting II,1983,Universal,Comedy,6347072,2014943.0
96,1983,tt0085159,Amityville 3-D,1983,Orion Pictures,Horror,6333135,2010519.0
97,1983,tt0085318,Chained Heat,1983,Jensen Farley Pic…,Drama,6149983,1952375.0
98,1983,tt0085859,Local Hero,1983,Warner Bros.,Comedy,5767363,1830908.0
99,1983,tt0086510,Under Fire,1983,Orion Pictures,Drama,5696391,1808378.0
100,1983,tt0086336,Something Wicked This Way Comes,1983,Walt Disney,Horror,5656087,1795583.0
1,1984,tt0087332,Ghostbusters,1984,Sony Pictures,Comedy,220855498,65730803.0
2,1984,tt0087469,Indiana Jones and the Temple of Doom,1984,Paramount Pictures,Adventure,175083524,52108192.0
3,1984,tt0087363,Gremlins,1984,Warner Bros.,Comedy,148117285,44082525.0
4,1984,tt0087538,The Karate Kid,1984,Sony Pictures,Action,90815558,27028440.0
5,1984,tt0086960,Beverly Hills Cop,1984,Paramount Pictures,Comedy,84118547,25035282.0
6,1984,tt0087928,Police Academy,1984,Warner Bros.,Comedy,81198894,24166338.0
7,1984,tt0087277,Footloose,1984,Paramount Pictures,Drama,75846770,22573443.0
8,1984,tt0088011,Romancing the Stone,1984,20th Century Fox,Adventure,75078260,22344720.0
9,1984,tt0088170,Star Trek III: The Search for Spock,1984,Paramount Pictures,Adventure,71273785,21212436.0
10,1984,tt0087957,Purple Rain,1984,Warner Bros.,Drama,68392977,20355053.0
11,1984,tt0086425,Terms of Endearment,1983,Paramount Pictures,Drama,65454493,19480504.0
12,1984,tt0088161,Splash,1984,Walt Disney,Romantic Comedy,62599495,18630802.0
13,1984,tt0087355,Grand Canyon: The Hidden Secrets,1984,,Documentary,52800000,15714285.0
14,1984,tt0087781,The Natural,1984,Sony/TriStar,Drama,47951979,14271422.0
15,1984,tt0088272,Tightrope,1984,Warner Bros.,Thriller/Suspense,47392179,14104815.0
16,1984,tt0087365,Greystoke: The Legend of Tarzan Lord of the Apes,1984,Warner Bros.,Adventure,45858563,13648382.0
17,1984,tt0088000,Revenge of the Nerds,1984,20th Century Fox,Comedy,40870674,12163891.0
18,1984,tt0086927,Bachelor Party,1984,20th Century Fox,Comedy,38435947,11439270.0
19,1984,tt0087985,Red Dawn,1984,MGM/UA Classics,Action,37890177,11276838.0
20,1984,tt0086998,Breakin',1984,Cannon,Musical,35995234,10712867.0
21,1984,tt0086873,All of Me,1984,Universal,Comedy,35243581,10489161.0
22,1984,tt0088247,The Terminator,1984,Orion Pictures,Action,34004606,10120418.0
23,1984,tt0087298,Friday the 13th Part IV: The Final Chapter,1984,Paramount Pictures,Horror,30393007,9045538.0
24,1984,tt0087921,Places in the Heart,1984,Sony/TriStar,Drama,29407031,8752093.0
25,1984,tt0086312,Silkwood,1983,20th Century Fox,Drama,27673734,8236230.0
26,1984,tt0088242,Teachers,1984,MGM/UA Classics,Drama,27536746,8195460.0
27,1984,tt0086837,2010,1984,MGM,Thriller/Suspense,27516787,8189520.0
28,1984,tt0087032,Cannonball Run II,1984,Warner Bros.,Comedy,27299433,8124831.0
29,1984,tt0087062,City Heat,1984,Warner Bros.,Action,26869258,7996803.0
30,1984,tt0087078,Conan the Destroyer,1984,Universal,Action,26365298,7846815.0
31,1984,tt0086383,Sudden Impact,1983,Warner Bros.,Action,25790114,7675629.0
32,1984,tt0087755,The Muppets Take Manhattan,1984,Sony/TriStar,Comedy,25534703,7599614.0
33,1984,tt0088414,The Woman in Red,1984,Orion Pictures,Romantic Comedy,25308147,7532187.0
34,1984,tt0087747,Moscow on the Hudson,1984,Sony Pictures,Comedy,24304590,7233509.0
35,1984,tt3040964,The Jungle Book,1984,,Musical,23001559,6845702.0
36,1984,tt0087727,Missing in Action,1984,Cannon,Action,22385535,6662362.0
37,1984,tt0087597,The Last Starfighter,1984,Universal,Action,22200789,6607378.0
38,1984,tt0086859,Against All Odds,1984,Sony Pictures,Thriller/Suspense,21689062,6455078.0
39,1984,tt0088001,Rhinestone,1984,20th Century Fox,Comedy,21333906,6349377.0
40,1984,tt0087835,"Oh God, You Devil!",1984,Warner Bros.,Comedy,21112090,6283360.0
41,1984,tt0088385,Weekend Pass,1984,Crown,Comedy,21058033,6267272.0
42,1984,tt0087182,Dune,1984,Universal,Action,20675141,6153316.0
43,1984,tt0088128,Sixteen Candles,1984,Universal,Romantic Comedy,20490400,6098333.0
44,1984,tt0086619,Yentl,1983,MGM/UA Classics,Musical,20333371,6051599.0
45,1984,tt0086005,Never Cry Wolf,1983,Walt Disney,Drama,20189437,6008761.0
46,1984,tt0088323,The Neverending Story,1984,Warner Bros.,Adventure,20158808,5999645.0
47,1984,tt0088146,A Soldier's Story,1984,Sony Pictures,Drama,20056018,5969053.0
48,1984,tt0088326,Unfaithfully Yours,1984,20th Century Fox,Romantic Comedy,19928200,5931012.0
49,1984,tt0086857,Pinocchio,1984,,Adventure,19252911,5730033.0
50,1984,tt0086250,Scarface,1983,Universal,Drama,18904389,5626306.0
51,1984,tt0086879,Amadeus,1984,Warner Bros.,Drama,18612824,5539531.0
52,1984,tt0086973,Blame it on Rio,1984,20th Century Fox,Romantic Comedy,18561998,5524404.0
53,1984,tt0086955,Best Defense,1984,Paramount Pictures,Comedy,18361590,5464759.0
54,1984,tt0087425,Hot Dog… The Movie,1984,MGM/UA Classics,Comedy,17540166,5220288.0
55,1984,tt0087589,Lassiter,1984,Warner Bros.,Thriller/Suspense,17513452,5212337.0
56,1984,tt0086896,Angel,1984,New World,Thriller/Suspense,17488564,5204930.0
57,1984,tt0088286,Top Secret!,1984,Paramount Pictures,Comedy,17208898,5121696.0
58,1984,tt0086946,Beat Street,1984,Orion Pictures,Drama,16595791,4939224.0
59,1984,tt0087262,Firestarter,1984,Universal,Horror,15136870,4505021.0
60,1984,tt0087050,Children of the Corn,1984,New World,Horror,14568989,4336009.0
61,1984,tt0088172,Starman,1984,Sony Pictures,Adventure,14535063,4325912.0
62,1984,tt0087799,Night of the Comet,1984,Atlantic,Horror,14305674,4257641.0
63,1984,tt0086508,Uncommon Valor,1983,Paramount Pictures,Action,13921138,4143196.0
64,1984,tt0088206,Supergirl,1984,Sony/TriStar,Adventure,13487558,4014154.0
65,1984,tt0087089,The Cotton Club,1984,Orion Pictures,Drama,13304950,3959807.0
66,1984,tt0087222,The Evil That Men Do,1984,Sony/TriStar,Action,13102025,3899412.0
67,1984,tt0087451,The Ice Pirates,1984,MGM/UA Classics,Comedy,13075390,3891485.0
68,1984,tt0087482,Irreconcilable Differences,1984,Warner Bros.,Comedy,12384120,3685750.0
69,1984,tt0085244,The Big Chill,1983,Sony Pictures,Comedy,12339330,3672420.0
70,1984,tt0087175,Dreamscape,1984,20th Century Fox,Adventure,12116365,3606061.0
71,1984,tt0088333,Up the Creek,1984,Orion Pictures,Comedy,11708269,3484604.0
72,1984,tt0087951,Protocol,1984,Warner Bros.,Comedy,11524341,3429863.0
73,1984,tt0088224,Tank,1984,Universal,Action,11131530,3312955.0
74,1984,tt0087003,Broadway Danny Rose,1984,Orion Pictures,Comedy,10566714,3144855.0
75,1984,tt0088395,Where the Boys Are '84,1984,Sony/TriStar,Comedy,10530000,3133929.0
76,1984,tt0088256,Thief of Hearts,1984,Paramount Pictures,Drama,10364904,3084793.0
77,1984,tt0087233,Falling in Love,1984,Paramount Pictures,Drama,9593808,2855300.0
78,1984,tt0087718,Micki + Maude,1984,Sony Pictures,Romantic Comedy,9581875,2851749.0
79,1984,tt0088402,The Wild Life,1984,,Comedy,9453750,2813616.0
80,1984,tt0086494,Two of a Kind,1983,20th Century Fox,Romantic Comedy,8945257,2662279.0
81,1984,tt0086987,Bolero,1984,Cannon,Drama,8914881,2653238.0
82,1984,tt0087384,Hard To Hold,1984,Universal,Drama,8853155,2634868.0
83,1984,tt0085615,Gorky Park,1983,Orion Pictures,Drama,8834608,2629348.0
84,1984,tt0087507,Johnny Dangerously,1984,20th Century Fox,Comedy,8816558,2623976.0
85,1984,tt0086984,Body Double,1984,Sony Pictures,Thriller/Suspense,8801940,2619625.0
86,1984,tt0086993,The Bounty,1984,Orion Pictures,Drama,8613462,2563530.0
87,1984,tt0087866,Oxford Blues,1984,MGM/UA Classics,Comedy,8531117,2539023.0
88,1984,tt0087091,Country,1984,Walt Disney,Drama,8390574,2497195.0
89,1984,tt0088249,Terror in the Aisles,1984,Universal,Multiple Genres,8316206,2475061.0
90,1984,tt0086999,Breakin' 2: Electric Boogaloo,1984,Cannon,Musical,8270604,2461489.0
91,1984,tt0087910,The Philadelphia Experiment,1984,New World,Adventure,8103330,2411705.0
92,1984,tt0087065,Cloak & Dagger,1984,Universal,Action,8071189,2402140.0
93,1984,tt0087629,The Little Drummer Girl,1984,Warner Bros.,Drama,7828841,2330012.0
94,1984,tt0086197,The Right Stuff,1983,Warner Bros.,Drama,7799109,2321163.0
95,1984,tt0087800,A Nightmare on Elm Street,1984,New Line,Horror,7659250,2279539.0
96,1984,tt0087805,Ninja III: The Domination,1984,Cannon,Action,7610785,2265115.0
97,1984,tt0087265,The Flamingo Kid,1984,20th Century Fox,Comedy,7605561,2263560.0
98,1984,tt0087525,Just the Way You Are,1984,MGM/UA Classics,Comedy,7517699,2237410.0
99,1984,tt0085333,Christine,1983,Sony Pictures,Horror,7478931,2225872.0
100,1984,tt0087452,Iceman,1984,Universal,Drama,7343032,2185426.0
1,1985,tt0088763,Back to the Future,1985,Universal,Adventure,193350425,54464908.0
2,1985,tt0089880,Rambo: First Blood Part II,1985,Sony/TriStar,Action,150415432,42370544.0
3,1985,tt0086960,Beverly Hills Cop,1984,Paramount Pictures,Comedy,130887254,36869649.0
4,1985,tt0089927,Rocky IV,1985,MGM,Drama,105524891,29725321.0
5,1985,tt0088933,Cocoon,1985,20th Century Fox,Comedy,76257348,21480943.0
6,1985,tt0089050,The Dream is Alive,1985,IMAX Films,Documentary,70000000,19718309.0
7,1985,tt0089218,The Goonies,1985,Warner Bros.,Adventure,66565903,18750958.0
8,1985,tt0090329,Witness,1985,Paramount Pictures,Drama,65532576,18459880.0
9,1985,tt0089822,Police Academy 2: Their First Assignment,1985,Warner Bros.,Comedy,55337042,15587899.0
10,1985,tt0032455,Fantasia,1940,,Musical,50500882,14225600.0
11,1985,tt0090264,A View to a Kill,1985,MGM,Action,50327960,14176890.0
12,1985,tt0089670,National Lampoon’s European Vacation,1985,Warner Bros.,Comedy,49400000,13915492.0
13,1985,tt0089155,Fletch,1985,Universal,Comedy,46700000,13154929.0
14,1985,tt0088847,The Breakfast Club,1985,Universal,Comedy,45875171,12922583.0
15,1985,tt0090056,Spies Like Us,1985,Warner Bros.,Comedy,43754210,12325129.0
16,1985,tt0089370,The Jewel of the Nile,1985,20th Century Fox,Adventure,43741096,12321435.0
17,1985,tt0089560,Mask,1985,Universal,Drama,42417782,11948670.0
18,1985,tt0089767,Pale Rider,1985,Warner Bros.,Western,41410568,11664948.0
19,1985,tt0089791,Pee Wee's Big Adventure,1985,Warner Bros.,Adventure,40940662,11532580.0
20,1985,tt0088850,Brewster's Millions,1985,Universal,Comedy,40800000,11492957.0
21,1985,tt0089360,Jagged Edge,1985,Sony Pictures,Thriller/Suspense,38768101,10920591.0
22,1985,tt0090060,St. Elmo’s Fire,1985,Sony Pictures,Drama,37800000,10647887.0
23,1985,tt0089530,Mad Max Beyond Thunderdome,1985,Warner Bros.,Action,36230219,10205695.0
24,1985,tt0088944,Commando,1985,20th Century Fox,Action,35073978,9879993.0
25,1985,tt0090022,Silverado,1985,Sony Pictures,Western,33200000,9352112.0
26,1985,tt0087553,The Killing Fields,1984,Warner Bros.,Drama,33106411,9325749.0
27,1985,tt0090142,Teen Wolf,1985,Atlantic,Comedy,33086611,9320172.0
28,1985,tt0089461,The Last Dragon,1985,Sony Pictures,Action,33000000,9295774.0
29,1985,tt0086879,Amadeus,1984,Warner Bros.,Drama,32067577,9033120.0
30,1985,tt0090319,White Nights,1985,Sony Pictures,Thriller/Suspense,29867917,8413497.0
31,1985,tt0089017,Desperately Seeking Susan,1985,Orion Pictures,Comedy,27400000,7718309.0
32,1985,tt0089841,Prizzi's Honor,1985,20th Century Fox,Black Comedy,26700000,7521126.0
33,1985,tt0089755,Out of Africa,1985,Universal,Drama,26685197,7516956.0
34,1985,tt0087892,A Passage to India,1984,Sony Pictures,Drama,25846972,7280837.0
35,1985,tt0088683,Agnes of God,1985,Sony Pictures,Drama,25627836,7219108.0
36,1985,tt0089175,Fright Night,1985,Sony Pictures,Horror,24922237,7020348.0
37,1985,tt0090098,Summer Rental,1985,Paramount Pictures,Comedy,24671000,6949577.0
38,1985,tt0089087,The Emerald Forest,1985,Avco Embassy,Drama,24468550,6892549.0
39,1985,tt0089961,Santa Claus,1985,Sony/TriStar,Adventure,23593141,6645955.0
40,1985,tt0080801,The Gods Must Be Crazy,1984,20th Century Fox,Comedy,23265367,6553624.0
41,1985,tt0088885,The Care Bears Movie,1985,Samuel Goldwyn Films,Adventure,22934000,6460281.0
42,1985,tt2077806,Friday the 13th Part V: A New Beginning,1985,Paramount Pictures,Horror,21930418,6177582.0
43,1985,tt0088814,The Black Cauldron,1985,Walt Disney,Adventure,21288692,5996814.0
44,1985,tt0089686,A Nightmare On Elm Street Part 2: Freddy’s Revenge,1985,New Line,Horror,21163999,5961689.0
45,1985,tt0089826,Porky's Revenge,1985,20th Century Fox,Comedy,20518000,5779718.0
46,1985,tt0115433,101 Dalmatians,1985,,Adventure,20345559,5731143.0
47,1985,tt0088936,Code of Silence,1985,Orion Pictures,Action,20345361,5731087.0
48,1985,tt0090274,Volunteers,1985,Sony/TriStar,Comedy,19875740,5598800.0
49,1985,tt0090350,Year of the Dragon,1985,MGM,Action,18707466,5269708.0
50,1985,tt0089457,Ladyhawke,1985,Warner Bros.,Action,18400000,5183098.0
51,1985,tt0090103,The Sure Thing,1985,Embassy,Comedy,18136000,5108732.0
52,1985,tt0089348,Invasion U.S.A.,1985,Cannon,Action,17536256,4939790.0
53,1985,tt0087231,The Falcon and the Snowman,1985,Orion Pictures,Thriller/Suspense,17130087,4825376.0
54,1985,tt0090357,Young Sherlock Holmes,1985,Paramount Pictures,Adventure,16820757,4738241.0
55,1985,tt0090180,To Live and Die in L.A.,1985,MGM,Action,16700873,4704471.0
56,1985,tt0090305,Weird Science,1985,Universal,Comedy,16316258,4596129.0
57,1985,tt0089003,Death Wish 3,1985,Cannon,Action,16116878,4539965.0
58,1985,tt0089421,King Solomon's Mines,1985,Cannon,Adventure,14819238,4174433.0
59,1985,tt0089901,Remo Williams: The Adventure Begins,1985,Orion Pictures,Adventure,14393902,4054620.0
60,1985,tt0088760,Baby: Secret of the Lost Legend,1985,Walt Disney,Adventure,14276095,4021435.0
61,1985,tt0089907,The Return of the Living Dead,1985,Orion Pictures,Horror,14237880,4010670.0
62,1985,tt0090184,Tomboy,1985,,Romantic Comedy,14100000,3971830.0
63,1985,tt29834511,Sesame Street Presents Follow That Bird,1985,Warner Bros.,Adventure,13961370,3932780.0
64,1985,tt0088939,The Color Purple,1985,Warner Bros.,Drama,13917322,3920372.0
65,1985,tt0089731,One Magic Christmas,1985,Walt Disney,Drama,13229514,3726623.0
